name_wals	base	cm	NNum	align_direction	base_initial	base_final	base_absent	cm_initial	cm_final	cm_absent	Nnum_initial	Nnum_final	base_wals	cm_wals	NNum_wals	longitude_wals	latitude_wals	family_wals	Continent	iso_code	wals_code	glottocode
Tonkawa	initial	Absent	initial	initial	1	0	0	0	0	1	1	0		Absent		-96.75	30.25	Tonkawa	Americas	tqw	ton	tonk1249
Totonac (Papantla)	final	final	final	final	0	1	0	0	1	0	0	1		Obligatory		-97.33333333	20.33333333	Totonacan	Americas	top	tpa	papa1238
Amele	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0		Absent	2 Noun-Numeral	145.5833333	-5.25	Trans-New Guinea	Pacific	aey	ame	amel1241
Hua	initial	Absent	final	violation	1	0	0	0	0	1	0	1		Absent	1 Numeral-Noun	145.3333333	-6.333333333	Trans-New Guinea	Pacific	ygr	hua	yaga1260
Kate	initial	Absent	initial	initial	1	0	0	0	0	1	1	0		Absent		147.75	-6.5	Trans-New Guinea	Pacific	kmg	kat	kate1253
Kewa	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0		Absent	2 Noun-Numeral	143.8333333	-6.5	Trans-New Guinea	Pacific	kew	kew	kewa1250
Kobon	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0	5 Extended body-part system	Absent	2 Noun-Numeral	144.3333333	-5.166666667	Trans-New Guinea	Pacific	kpw	kob	kobo1249
Koiari	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0		Absent		147.3333333	-9.5	Trans-New Guinea	Pacific	kbk	koi	gras1249
Kombai	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0		Absent	2 Noun-Numeral	140	-5.583333333	Trans-New Guinea	Asia	tyn	kmb	ndei1235
Korafe	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0		Absent		149.0833333	-9.05	Trans-New Guinea	Pacific	kpr	krf	kora1294
Salt-Yui	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0		Absent		145.0333333	-6.283333333	Trans-New Guinea	Pacific	sll	syu	salt1242
Suena	initial	Absent	initial	initial	1	0	0	0	0	1	1	0		Absent	2 Noun-Numeral	147.55	-7.75	Trans-New Guinea	Pacific	sue	sue	suen1241
Telefol	Absent	Absent	initial	initial	0	0	1	0	0	1	1	0		Absent	2 Noun-Numeral	141.75	-5	Trans-New Guinea	Pacific	tlf	tlf	tele1256
Orejon	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Optional		-72.5	-2.833333333	Tucanoan	Americas	ore	ore	orej1242
Siona	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Optional	1 Numeral-Noun	-76.25	0.333333333	Tucanoan	Americas	snn	sin	sion1247
Tucano	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Optional	1 Numeral-Noun	-69.16666667	0.5	Tucanoan	Americas	tuo	tuc	tuca1252
Tuyuca	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Obligatory	1 Numeral-Noun	-70.08333333	0.5	Tucanoan	Americas	tue	tuy	tuyu1244
Tunica	initial	Absent	initial	initial	1	0	0	0	0	1	1	0		Absent		-91	32.66666667	Tunica	Americas	tun	tun	tuni1252
Gaviao	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Absent		-62	-10.66666667	Tupian	Americas	gvo	gav	gavi1246
Guarani	final	Absent	final	final	0	1	0	0	0	1	0	1	1 Decimal	Absent	1 Numeral-Noun	-56	-26	Tupian	Americas	gug	gua	para1311
Munduruku	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent		-58	-7	Tupian	Americas	myu	muu	mund1330
Finnish	final	Absent	final	final	0	1	0	0	0	1	0	1	1 Decimal	Absent	1 Numeral-Noun	25	62	Uralic	Europe	fin	fin	finn1318
Hungarian	final	final	final	final	0	1	0	0	1	0	0	1	1 Decimal	Optional	1 Numeral-Noun	20	47	Uralic	Europe	hun	hun	hung1274
Komi-Zyrian	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent	1 Numeral-Noun	55	65	Uralic	Europe	kpv	kzy	komi1268
Mordvin (Erzya)	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent		45.5	53	Uralic	Europe	myv	moe	erzy1239
Nenets	final	Absent	final	final	0	1	0	0	0	1	0	1	1 Decimal	Absent	1 Numeral-Noun	72	69	Uralic	Asia	yrk	nen	nene1249
Luiseno	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Absent	1 Numeral-Noun	-117.1666667	33.33333333	Uto-Aztecan	Americas	lui	lui	luis1253
Nahuatl (Tetelcingo)	final	Absent	final	final	0	1	0	0	0	1	0	1	1 Decimal	Absent	1 Numeral-Noun	-99	19.66666667	Uto-Aztecan	Americas	nhg	nht	tete1251
O'odham	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent	1 Numeral-Noun	-112	32	Uto-Aztecan	Americas	ood	ood	toho1245
Paiute (Northern)	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent	1 Numeral-Noun	-118	42	Uto-Aztecan	Americas	pao	pno	nort2954
Paiute (Southern)	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent		-113.3333333	37.83333333	Uto-Aztecan	Americas	ute	put	utes1238
Pima Bajo	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent	1 Numeral-Noun	-111	29	Uto-Aztecan	Americas	pia	pba	pima1248
Pipil	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent	1 Numeral-Noun	-89.58333333	13.83333333	Uto-Aztecan	Americas	ppl	pip	pipi1250
Tepehuan (Southeastern)	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent		-104.5	23	Uto-Aztecan	Americas	stp	tps	sout2976
Waorani	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Obligatory		-76.5	-1	Waorani	Americas	auc	wao	waor1240
Wappo	final	Absent	initial	violation	0	1	0	0	0	1	1	0		Absent	2 Noun-Numeral	-122.5	38.5	Wappo-Yukian	Americas	wao	wap	wapp1239
Washo	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent	1 Numeral-Noun	-120	39.25	Washo	Americas	was	was	wash1253
Konua	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent		154.8333333	-5.833333333	West Bougainville	Pacific	kyx	knu	rapo1238
Abun	initial	initial	initial	initial	1	0	0	1	0	0	1	0	1 Decimal	Obligatory	2 Noun-Numeral	132.5	-0.5	West Papuan	Asia	kgr	abu	abun1252
Hatam	initial	initial	initial	initial	1	0	0	1	0	0	1	0		Optional	2 Noun-Numeral	134	-1	West Papuan	Asia	had	hat	hata1243
Maybrat	initial	initial	initial	initial	1	0	0	1	0	0	1	0		Optional	2 Noun-Numeral	132.5	-1.333333333	West Papuan	Asia	ayz	may	maib1239
Tehit	initial	initial	initial	initial	1	0	0	1	0	0	1	0		Obligatory		132	-1.5	West Papuan	Asia	kps	tht	tehi1237
Tidore	initial	initial	initial	initial	1	0	0	1	0	0	1	0		Optional	2 Noun-Numeral	127.5	0.75	West Papuan	Asia	tvo	tid	tido1248
Sanuma	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Optional		-64.66666667	4.5	Yanomam	Americas	xsu	snm	sanu1240
Yuchi	initial	Absent	initial	initial	1	0	0	0	0	1	1	0		Absent	2 Noun-Numeral	-86.75	35.75	Yuchi	Americas	yuc	yuc	yuch1247
Yukaghir (Kolyma)	final	Absent	final	final	0	1	0	0	0	1	0	1	1 Decimal	Absent	1 Numeral-Noun	150.8333333	65.75	Yukaghir	Asia	yux	yko	sout2750
Arabela	Absent	Absent	final	final	0	0	1	0	0	1	0	1		Absent		-75.16666667	-2	Zaparoan	Americas	arl	arb	arab1268
Zuni	final	Absent	final	final	0	1	0	0	0	1	0	1		Absent	1 Numeral-Noun	-108.8333333	35.08333333	Zuni	Americas	zun	zun	zuni1245
